,@type,id,name,shortName,country,countryCode,geometry,masl,validFrom,county,countyId,municipality,municipalityId,stationHolders,externalIds,wigosId,wmoId,icaoCodes,shipCodes
365,SensorSystem,SN244000,AMOT,Åmot,Sverige,SE,"{'@type': 'Point', 'coordinates': [16.4311111111111, 60.9622222222222], 'nearest': False}",162.0,2006-06-12T00:00:00.000Z,,,GÄVLEBORGS LÄN,7522100.0,['SMHI'],"['0-20000-0-02440', '106570']",,2440.0,,
366,SensorSystem,SN271400,VAALA PELSO,,Finland,FI,"{'@type': 'Point', 'coordinates': [26.4402777777778, 64.5013888888889], 'nearest': False}",114.0,2007-12-01T00:00:00.000Z,,,,,['FMI (FINLANDS METEOROLOGISKE INSTITUTT)'],['0-20000-0-02714'],,2714.0,,
367,SensorSystem,SN1077600,REGENSBURG,,Tyskland,DE,"{'@type': 'Point', 'coordinates': [12.1019444444444, 49.0422222222222], 'nearest': False}",365.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-10776'],,10776.0,,
368,SensorSystem,SN34095,E18 STOKKEBAKKEN,E18 Stokkebakken,Norge,NO,"{'@type': 'Point', 'coordinates': [9.6068, 58.9817], 'nearest': False}",50.0,2013-10-11T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,BAMBLE,3813.0,['STATENS VEGVESEN'],"['46', '829009']",0-578-0-34095,,,
369,SensorSystem,SN1711200,CANAKKALE,,Tyrkia,TR,"{'@type': 'Point', 'coordinates': [26.4, 40.1333333333333], 'nearest': False}",6.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-17112'],,17112.0,,
370,SensorSystem,SN61064,VESTNES - RÅDHUSET,Vestnes ,Norge,NO,"{'@type': 'Point', 'coordinates': [7.0903, 62.6213], 'nearest': False}",30.0,2019-10-23T00:00:00.000Z,MØRE OG ROMSDAL,15.0,VESTNES,1535.0,['VESTNES KOMMUNE'],['518101038'],0-578-0-61064,,,
371,SensorSystem,SN203600,NIKKALUOKTA,Nikkaluokta,Sverige,SE,"{'@type': 'Point', 'coordinates': [19.0255555555556, 67.8541666666667], 'nearest': False}",467.0,1988-12-01T00:00:00.000Z,,,NORRBOTTENS LÄN,7522500.0,['SMHI'],"['0-20000-0-02036', '179960']",,2036.0,,
372,SensorSystem,SN808400,LOGRONO/AGONCILLO,,Spania,ES,"{'@type': 'Point', 'coordinates': [-2.33111111111111, 42.4522222222222], 'nearest': False}",353.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-08084'],,8084.0,,
373,SensorSystem,SN1642000,MESSINA,,Italia,IT,"{'@type': 'Point', 'coordinates': [15.5488888888889, 38.1997222222222], 'nearest': False}",51.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-16420'],,16420.0,,
374,SensorSystem,SN26810,HOKKSUND - LOE,Hokksund - Loe ,Norge,NO,"{'@type': 'Point', 'coordinates': [9.9155, 59.7688], 'nearest': False}",7.0,2014-02-18T00:00:00.000Z,VIKEN,30.0,ØVRE EIKER,3048.0,['ØVRE EIKER KOMMUNE'],,0-578-0-26810,,,
375,SensorSystem,SN1255000,CZESTOCHOWA,,Polen,PL,"{'@type': 'Point', 'coordinates': [19.0925, 50.8125], 'nearest': False}",293.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-12550'],,12550.0,,
376,SensorSystem,SN30246,E18 PAULER,E18 Pauler,Norge,NO,"{'@type': 'Point', 'coordinates': [9.9418, 59.0645], 'nearest': False}",65.0,2011-07-12T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,LARVIK,3805.0,['STATENS VEGVESEN'],"['34', '729002']",0-578-0-30246,,,
377,SensorSystem,SN88626,SENJAHOPEN,Senjahopen ,Norge,NO,"{'@type': 'Point', 'coordinates': [17.4833, 69.5], 'nearest': False}",5.0,2012-02-24T00:00:00.000Z,TROMS OG FINNMARK,54.0,SENJA,5421.0,['BERG KOMMUNE'],['29'],0-578-0-88626,,,
378,SensorSystem,SN644700,UCCLE,,Belgia,BE,"{'@type': 'Point', 'coordinates': [4.35805555555556, 50.7969444444444], 'nearest': False}",99.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-06447'],,6447.0,,
379,SensorSystem,SN67210,E6 HORG,E6 Horg,Norge,NO,"{'@type': 'Point', 'coordinates': [10.255, 63.1385], 'nearest': False}",40.0,2011-01-01T00:00:00.000Z,TRØNDELAG,50.0,MELHUS,5028.0,['STATENS VEGVESEN'],"['1629008', '8']",0-578-0-67210,,,
380,SensorSystem,SN81915,SULITJELMA - FAGERLI, Sulitjelma,Norge,NO,"{'@type': 'Point', 'coordinates': [16.0797, 67.1195], 'nearest': False}",163.0,2019-07-29T00:00:00.000Z,NORDLAND,18.0,FAUSKE,1841.0,[],,0-578-0-81915,,,
381,SensorSystem,SN32220,LIFJELL - ØYSTEINNATTEN,Lifjell ,Norge,NO,"{'@type': 'Point', 'coordinates': [8.9837, 59.5022], 'nearest': False}",1102.0,2013-11-21T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,MIDT-TELEMARK,3817.0,['HØGSKOLEN I TELEMARK'],,0-578-0-32220,,,
382,SensorSystem,SN75410,NORDØYAN FYR,Nordøyan fyr,Norge,NO,"{'@type': 'Point', 'coordinates': [10.5493, 64.7977], 'nearest': False}",33.0,1890-12-01T00:00:00.000Z,TRØNDELAG,50.0,NÆRØYSUND,5060.0,['MET.NO'],"['0-20000-0-01262', '10.249.0.119', '300125061929020']",0-20000-0-01262,1262.0,,
383,SensorSystem,SN27770,STOKKE - SOLLI,Stokke,Norge,NO,"{'@type': 'Point', 'coordinates': [10.2022, 59.2752], 'nearest': False}",90.0,1990-05-01T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,SANDEFJORD,3804.0,['MET.NO'],,0-578-0-27770,,,
384,SensorSystem,SN18215,OSLO - BROBEKK,Brobekk,Norge,NO,"{'@type': 'Point', 'coordinates': [10.8315, 59.9323], 'nearest': False}",155.0,2013-06-06T00:00:00.000Z,OSLO,3.0,OSLO,301.0,"['OSLO KOMMUNE, VAV ROSIM']",['510121063'],0-578-0-18215,,,
385,SensorSystem,SN90510,TROMSDALEN,Tromsdalen ,Norge,NO,"{'@type': 'Point', 'coordinates': [19.0065, 69.6508], 'nearest': False}",3.0,2011-10-20T00:00:00.000Z,TROMS OG FINNMARK,54.0,TROMSØ,5401.0,['TROMSØ KOMMUNE'],['1514'],0-578-0-90510,,,
386,SensorSystem,SN48450,HUSNES,Husnes,Norge,NO,"{'@type': 'Point', 'coordinates': [5.7698, 59.8643], 'nearest': False}",13.0,1966-11-01T00:00:00.000Z,VESTLAND,46.0,KVINNHERAD,4617.0,['SØR-NORGE ALUMINIUM'],,0-578-0-48450,,,
387,SensorSystem,SN1523500,FAGARAS,,Romania,RO,"{'@type': 'Point', 'coordinates': [24.9352777777778, 45.8363888888889], 'nearest': False}",428.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-15235'],,15235.0,,
388,SensorSystem,SN241820,KRISTINEHAMN,Kristinehamn,Sverige,SE,"{'@type': 'Point', 'coordinates': [14.1019, 59.3107], 'nearest': False}",82.0,1968-01-01T00:00:00.000Z,,,VÄRMLANDS LÄN,7521700.0,['SMHI'],['94180'],,,,
389,SensorSystem,SN40420,BYKLE - KULTRAN,Bykle,Norge,NO,"{'@type': 'Point', 'coordinates': [7.3438, 59.3505], 'nearest': False}",594.0,1967-09-01T00:00:00.000Z,AGDER,42.0,BYKLE,4222.0,['MET.NO'],['10.249.1.226'],0-578-0-40420,,,
390,SensorSystem,SN1009100,ARKONA,,Tyskland,DE,"{'@type': 'Point', 'coordinates': [13.4341666666667, 54.6791666666667], 'nearest': False}",42.0,2006-06-12T00:00:00.000Z,,,,,['DEUTSCHER WETTERDIENST'],['0-20000-0-10091'],,10091.0,,
391,SensorSystem,SN88500,GRYLLEFJORD,Gryllefjord,Norge,NO,"{'@type': 'Point', 'coordinates': [17.0513, 69.3627], 'nearest': False}",25.0,2003-12-09T00:00:00.000Z,TROMS OG FINNMARK,54.0,SENJA,5421.0,['TORSKEN KOMMUNE'],['11'],0-578-0-88500,,,
392,SensorSystem,SN79600,MO I RANA LUFTHAVN,Mo i Rana LH,Norge,NO,"{'@type': 'Point', 'coordinates': [14.3015, 66.3643], 'nearest': False}",70.0,1968-07-01T00:00:00.000Z,NORDLAND,18.0,RANA,1833.0,['AVINOR'],"['0-20000-0-01151', '10.249.0.130', '10.249.0.16', 'ENRA']",0-20000-0-01151,1151.0,['ENRA'],
393,SensorSystem,SN82220,RV80 HUNSTAD,Hunstad,Norge,NO,"{'@type': 'Point', 'coordinates': [14.5173, 67.2783], 'nearest': False}",25.0,2013-10-07T00:00:00.000Z,NORDLAND,18.0,BODØ,1804.0,['STATENS VEGVESEN'],"['1829024', '253']",0-578-0-82220,,,
394,SensorSystem,SN822100,MADRID/BARAJAS,,Spania,ES,"{'@type': 'Point', 'coordinates': [-3.55555555555556, 40.4666666666667], 'nearest': False}",609.0,2006-06-12T00:00:00.000Z,,,,,[],"['0-20000-0-08221', '0-20001-0-08221', 'LEMD']",,8221.0,['LEMD'],
395,SensorSystem,SN1223500,CHOJNICE,,Polen,PL,"{'@type': 'Point', 'coordinates': [17.5325, 53.7152777777778], 'nearest': False}",165.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-12235'],,12235.0,,
396,SensorSystem,SN248190,VÄSTERÅS,Västerås,Sverige,SE,"{'@type': 'Point', 'coordinates': [16.6034, 59.5977], 'nearest': False}",10.0,1949-01-01T00:00:00.000Z,,,VÄSTMANLANDS LÄN,7521900.0,['SMHI'],['96350'],,,,
397,SensorSystem,SN41990,E39 VATLAND,E39 Vatland,Norge,NO,"{'@type': 'Point', 'coordinates': [6.9238, 58.2205], 'nearest': False}",220.0,2013-12-19T00:00:00.000Z,AGDER,42.0,LYNGDAL,4225.0,['STATENS VEGVESEN'],"['1029001', '71']",0-578-0-41990,,,
398,SensorSystem,SN94870,OLDERFJORD,Olderfjord,Norge,NO,"{'@type': 'Point', 'coordinates': [25.0767, 70.4718], 'nearest': False}",50.0,2009-09-15T00:00:00.000Z,TROMS OG FINNMARK,54.0,PORSANGER,5436.0,['MET.NO'],,0-578-0-94870,,,
399,SensorSystem,SN27330,TØNSBERG - TARANRØD,Taranrød ,Norge,NO,"{'@type': 'Point', 'coordinates': [10.2983, 59.2938], 'nearest': False}",33.0,2013-12-05T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,TØNSBERG,3803.0,"['TØNSBERG KOMMUNE, INGENIØRVESENET']",,0-578-0-27330,,,
400,SensorSystem,SN49087,FOLGEFONNA SKISENTER TOPP,Folgefonna topp ,Norge,NO,"{'@type': 'Point', 'coordinates': [6.4298, 60.2178], 'nearest': False}",1390.0,2014-06-27T00:00:00.000Z,VESTLAND,46.0,ULLENSVANG,4618.0,['MET.NO'],['10.249.1.43'],0-578-0-49087,,,
401,SensorSystem,SN27420,TJØME,Tjøme,Norge,NO,"{'@type': 'Point', 'coordinates': [10.398, 59.1205], 'nearest': False}",32.0,2016-06-20T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,FÆRDER,3811.0,['FÆRDER KOMMUNE'],"['10.249.1.71,']",0-578-0-27420,,,
402,SensorSystem,SN57000,FØRDE LH - BRINGELAND,Førde LH,Norge,NO,"{'@type': 'Point', 'coordinates': [5.76, 61.391], 'nearest': False}",321.0,1987-01-01T00:00:00.000Z,VESTLAND,46.0,SUNNFJORD,4647.0,['AVINOR'],"['0-20000-0-01323', '10.249.0.21', 'ENBL']",0-20000-0-01323,1323.0,['ENBL'],
403,SensorSystem,SN258400,GOTSKA SANDON,Gotska Sandön,Sverige,SE,"{'@type': 'Point', 'coordinates': [19.2, 58.4], 'nearest': False}",,2006-06-12T00:00:00.000Z,,,,,['SMHI'],,,2584.0,,
404,SensorSystem,SN47445,E39 SVEIO,E39 Sveio,Norge,NO,"{'@type': 'Point', 'coordinates': [5.4848, 59.625], 'nearest': False}",50.0,2012-01-01T00:00:00.000Z,VESTLAND,46.0,SVEIO,4612.0,['STATENS VEGVESEN'],"['1229042', '180']",0-578-0-47445,,,
405,SensorSystem,SN68125,SVERRESBORG,Sverresborg,Norge,NO,"{'@type': 'Point', 'coordinates': [10.3498, 63.4223], 'nearest': False}",156.0,2007-07-01T00:00:00.000Z,TRØNDELAG,50.0,TRONDHEIM,5001.0,['TRONDHEIM KOMMUNE'],,0-578-0-68125,,,
406,SensorSystem,SN86598,STOKMARKNES LH - VEST,Stokmarknes LH V,Norge,NO,"{'@type': 'Point', 'coordinates': [15.0147, 68.5813], 'nearest': False}",3.0,2017-06-09T00:00:00.000Z,NORDLAND,18.0,HADSEL,1866.0,['AVINOR'],,0-578-0-86598,,,
407,SensorSystem,SN98360,BÅTSFJORD - STRAUMSNESAKSLA,Båtsfjord,Norge,NO,"{'@type': 'Point', 'coordinates': [29.7, 70.6028], 'nearest': False}",152.0,1999-09-09T00:00:00.000Z,TROMS OG FINNMARK,54.0,BÅTSFJORD,5443.0,['AVINOR'],"['0-20000-0-01086', '10.249.0.24', 'ENBS']",0-20000-0-01086,1086.0,['ENBS'],
408,SensorSystem,SN13110,E6 FÅBERG,E6 Fåberg,Norge,NO,"{'@type': 'Point', 'coordinates': [10.4107, 61.1697], 'nearest': False}",205.0,2011-08-22T00:00:00.000Z,INNLANDET,34.0,LILLEHAMMER,3405.0,['STATENS VEGVESEN'],"['209', '529012']",0-578-0-13110,,,
409,SensorSystem,SN11710,EINAVATN,Einavatn,Norge,NO,"{'@type': 'Point', 'coordinates': [10.6403, 60.5952], 'nearest': False}",406.0,1968-06-01T00:00:00.000Z,INNLANDET,34.0,VESTRE TOTEN,3443.0,['MET.NO'],,0-578-0-11710,,,
410,SensorSystem,SN1624200,ROMA/FIUMICINO,,Italia,IT,"{'@type': 'Point', 'coordinates': [12.2388888888889, 41.8002777777778], 'nearest': False}",4.0,2006-06-12T00:00:00.000Z,,,,,[],"['0-20000-0-16242', 'LIRF']",,16242.0,['LIRF'],
411,SensorSystem,SN294700,MIKKELI AIRPORT,,Finland,FI,"{'@type': 'Point', 'coordinates': [27.2022222222222, 61.6886111111111], 'nearest': False}",99.0,2006-06-12T00:00:00.000Z,,,,,['FMI (FINLANDS METEOROLOGISKE INSTITUTT)'],['0-20000-0-02947'],,2947.0,,
412,SensorSystem,SN77007,KRISTINE BONNEVIE,Kr Bonnevie,Norge,NO,,,2004-04-01T00:00:00.000Z,,28.0,SKIP,2800.0,['HAVFORSKNINGSINSTITUTTET'],['LGWS'],0-578-0-77007,,,['LGWS']
413,SensorSystem,SN261845,HALMSTAD,Halmstad,Sverige,SE,"{'@type': 'Point', 'coordinates': [12.9242, 56.6737], 'nearest': False}",24.0,2005-02-01T00:00:00.000Z,,,HALLANDS LÄN,7521300.0,['SMHI'],['62400'],,,,
414,SensorSystem,SN77043,DEEPSEA NORDKAPP,Deepsea Nordkapp ,Norge,NO,,,2021-03-26T00:00:00.000Z,KONTINENTALSOKKELEN,23.0,KONTINENTALSOKKELEN,2300.0,['EQUINOR ASA'],['ZCEW6'],0-578-0-77043,,,['ZCEW6']
415,SensorSystem,SN28380,KONGSBERG BRANNSTASJON,Kongsberg,Norge,NO,"{'@type': 'Point', 'coordinates': [9.6377, 59.6247], 'nearest': False}",170.0,2003-02-17T00:00:00.000Z,VIKEN,30.0,KONGSBERG,3006.0,['MET.NO'],"['0-20000-0-01473', '10.249.1.223', '10.30.214.2']",0-20000-0-01473,1473.0,,
416,SensorSystem,SN47194,SKUDENES UNGDOMSSKOLE,Skudenes u.sk. ,Norge,NO,"{'@type': 'Point', 'coordinates': [5.253, 59.1535], 'nearest': False}",16.0,2013-10-29T00:00:00.000Z,ROGALAND,11.0,KARMØY,1149.0,['KARMØY KOMMUNE'],['506131076'],0-578-0-47194,,,
417,SensorSystem,SN298100,PARAINEN UTO,,Finland,FI,"{'@type': 'Point', 'coordinates': [21.3677777777778, 59.7841666666667], 'nearest': False}",9.0,2006-06-12T00:00:00.000Z,,,,,['FMI (FINLANDS METEOROLOGISKE INSTITUTT)'],['0-20000-0-02981'],,2981.0,,
418,SensorSystem,SN718000,NANCY-ESSEY,,Frankrike,FR,"{'@type': 'Point', 'coordinates': [6.22138888888889, 48.6877777777778], 'nearest': False}",229.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-07180'],,7180.0,,
419,SensorSystem,SN222100,KORSVATTNET,Korsvattnet,Sverige,SE,"{'@type': 'Point', 'coordinates': [13.5038888888889, 63.8397222222222], 'nearest': False}",717.0,2006-06-12T00:00:00.000Z,,,KROKOM,7522309.0,['SMHI'],"['0-20000-0-02221', '02221', '133500']",,2221.0,,
420,SensorSystem,SN30255,PORSGRUNN - ÅS,Porsgrunn (Ås),Norge,NO,"{'@type': 'Point', 'coordinates': [9.6603635, 59.087234], 'nearest': False}",100.0,2013-07-02T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,PORSGRUNN,3806.0,['MET.NO'],"['0-20000-0-01462', '10.249.0.207']",0-20000-0-01462,1462.0,,
421,SensorSystem,SN220700,STORLIEN-STORVALLEN A,Storlien,Sverige,SE,"{'@type': 'Point', 'coordinates': [12.1219444444444, 63.2827777777778], 'nearest': False}",583.0,2010-01-07T00:00:00.000Z,,,ÅRE,7522321.0,['SMHI'],"['0-20000-0-02207', '132170']",,2207.0,,
422,SensorSystem,SN1196800,KOSICE,,Slovakia,SK,"{'@type': 'Point', 'coordinates': [21.2166666666667, 48.6666666666667], 'nearest': False}",230.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-11968'],,11968.0,,
423,SensorSystem,SN55430,JOSTEDALEN - MJØLVERSGRENDI,Mjølversgrendi,Norge,NO,"{'@type': 'Point', 'coordinates': [7.2762, 61.6595], 'nearest': False}",305.0,1963-12-01T00:00:00.000Z,VESTLAND,46.0,LUSTER,4644.0,['MET.NO'],,0-20000-0-01335,1335.0,,
424,SensorSystem,SN30650,NOTODDEN LUFTHAVN,Notodden lh,Norge,NO,"{'@type': 'Point', 'coordinates': [9.2111, 59.5666], 'nearest': False}",20.0,1970-03-05T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,NOTODDEN,3808.0,['NOTODDEN LUFTHAVN'],"['10.249.0.9', '1479', 'ENNO']",0-578-0-30650,1479.0,['ENNO'],
425,SensorSystem,SN38150,E18 INNTJORHEIA,E18 Inntjorheia,Norge,NO,"{'@type': 'Point', 'coordinates': [8.462, 58.2968], 'nearest': False}",70.0,2013-12-19T00:00:00.000Z,AGDER,42.0,GRIMSTAD,4202.0,['STATENS VEGVESEN'],"['220', '929003']",0-578-0-38150,,,
426,SensorSystem,SN17820,E6 NØSTVET,E6 Nøstvet,Norge,NO,"{'@type': 'Point', 'coordinates': [10.832, 59.7718], 'nearest': False}",111.0,2019-01-24T00:00:00.000Z,VIKEN,30.0,NORDRE FOLLO,3020.0,['STATENS VEGVESEN'],"['1798', '3000084']",0-578-0-17820,,,
427,SensorSystem,SN261800,TORUP,Torup,Sverige,SE,"{'@type': 'Point', 'coordinates': [13.0602777777778, 56.9494444444444], 'nearest': False}",133.0,2008-02-01T00:00:00.000Z,,,,,['SMHI'],['0-20000-0-02618'],,2618.0,,
428,SensorSystem,SN91380,SKIBOTN II,Skibotn,Norge,NO,"{'@type': 'Point', 'coordinates': [20.2823, 69.3875], 'nearest': False}",20.0,2004-11-01T00:00:00.000Z,TROMS OG FINNMARK,54.0,STORFJORD,5425.0,['MET.NO'],['0-20000-0-01037'],0-20000-0-01037,1037.0,,
429,SensorSystem,SN18233,OSLO - NYLAND,Nyland,Norge,NO,"{'@type': 'Point', 'coordinates': [10.864, 59.9452], 'nearest': False}",120.0,2013-04-18T00:00:00.000Z,OSLO,3.0,OSLO,301.0,"['OSLO KOMMUNE, VAV ROSIM']",['508121016'],0-578-0-18233,,,
430,SensorSystem,SN99760,SVEAGRUVA,Sveagruva,Svalbard og Jan Mayen,SJ,"{'@type': 'Point', 'coordinates': [16.72, 77.8953], 'nearest': False}",9.0,1978-05-01T00:00:00.000Z,SVALBARD,21.0,SVALBARD,2100.0,['STORE NORSKE SPITSBERGEN KULKOMPANI AS'],"['10.249.0.29', '1005', 'ENSA']",0-744-0-99760,1005.0,['ENSA'],
431,SensorSystem,SN44520,HELLAND I GJESDAL,Gjesdal,Norge,NO,"{'@type': 'Point', 'coordinates': [6.0135, 58.755], 'nearest': False}",288.0,1962-01-01T00:00:00.000Z,ROGALAND,11.0,GJESDAL,1122.0,['INTERKOMMUNALT VANNVERK (STAVANGER-HETLAND-MADLA-SOLA)'],,0-578-0-44520,,,
432,SensorSystem,SN46090,RV13 EIANE,Eiane,Norge,NO,"{'@type': 'Point', 'coordinates': [6.2927, 59.2942], 'nearest': False}",30.0,2013-06-10T00:00:00.000Z,ROGALAND,11.0,HJELMELAND,1133.0,['STATENS VEGVESEN'],"['1128', '1129010']",0-578-0-46090,,,
433,SensorSystem,SN245615,FILMS KYRKBY,Films Kyrkby,Sverige,SE,"{'@type': 'Point', 'coordinates': [17.9078, 60.2363], 'nearest': False}",39.0,2000-05-10T00:00:00.000Z,,,UPPSALA LÄN,7520300.0,['SMHI'],['107140'],,,,
434,SensorSystem,SN1542000,BUCURESTI BANEASA,,Romania,RO,"{'@type': 'Point', 'coordinates': [26.0780555555556, 44.5105555555556], 'nearest': False}",90.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-15420'],,15420.0,,
435,SensorSystem,SN44610,KVITSØY - NORDBØ,Kvitsøy,Norge,NO,"{'@type': 'Point', 'coordinates': [5.4122, 59.0705], 'nearest': False}",21.0,2005-04-26T00:00:00.000Z,ROGALAND,11.0,KVITSØY,1144.0,['MET.NO'],"['0-20000-0-01411', '10.249.0.204']",0-20000-0-01411,1411.0,,
436,SensorSystem,SN55735,RV5 FRUDALEN,RV5 Frudalen,Norge,NO,"{'@type': 'Point', 'coordinates': [6.8745, 61.3473], 'nearest': False}",521.0,2004-12-24T00:00:00.000Z,VESTLAND,46.0,SOGNDAL,4640.0,['STATENS VEGVESEN'],"['127', '1429004']",0-578-0-55735,,,
437,SensorSystem,SN17775,FAGERSTRAND,Fagerstrand ,Norge,NO,"{'@type': 'Point', 'coordinates': [10.5886, 59.7377], 'nearest': False}",32.0,2014-10-27T00:00:00.000Z,VIKEN,30.0,NESODDEN,3023.0,['NESODDEN KOMMUNE'],['508121024'],0-578-0-17775,,,
438,SensorSystem,SN64330,KRISTIANSUND LUFTHAVN,Kristiansund LH,Norge,NO,"{'@type': 'Point', 'coordinates': [7.8158, 63.1093], 'nearest': False}",62.0,1970-06-01T00:00:00.000Z,MØRE OG ROMSDAL,15.0,KRISTIANSUND,1505.0,['AVINOR'],"['0-20000-0-01223', '10.249.0.12', 'ENKB']",0-20000-0-01223,1223.0,['ENKB'],
439,SensorSystem,SN39200,KRISTIANSAND - KVADRATUREN,Kvadraturen,Norge,NO,"{'@type': 'Point', 'coordinates': [7.9968, 58.1457], 'nearest': False}",25.0,2005-06-11T00:00:00.000Z,AGDER,42.0,KRISTIANSAND,4204.0,['KRISTIANSAND KOMMUNE'],['508121001'],0-578-0-39200,,,
440,SensorSystem,SN262500,SKILLINGE,Skillinge,Sverige,SE,"{'@type': 'Point', 'coordinates': [14.3172222222222, 55.4888888888889], 'nearest': False}",4.0,2006-06-12T00:00:00.000Z,,,,,['SMHI'],['0-20000-0-02625'],,2625.0,,
441,SensorSystem,SN71750,BREIVOLL,Breivoll,Norge,NO,"{'@type': 'Point', 'coordinates': [10.4055, 63.918], 'nearest': False}",94.0,1966-08-01T00:00:00.000Z,TRØNDELAG,50.0,ÅFJORD,5058.0,['TRØNDER-ENERGI KRAFT AS'],,0-578-0-71750,,,
442,SensorSystem,SN31520,GROSET,Groset,Norge,NO,"{'@type': 'Point', 'coordinates': [8.315, 59.8358], 'nearest': False}",949.0,1970-12-01T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,TINN,3818.0,"['ØST-TELEMARKENS BRUKSEIERFORENING', 'NVE']",['16.232'],0-578-0-31520,,,
443,SensorSystem,SN63630,TROLLHEIMEN - STORHORNET,Storhornet ,Norge,NO,"{'@type': 'Point', 'coordinates': [9.392, 62.6352], 'nearest': False}",1550.0,2015-10-06T00:00:00.000Z,TRØNDELAG,50.0,OPPDAL,5021.0,['MET.NO'],['10.249.1.42'],0-578-0-63630,,,
444,SensorSystem,SN24890,NESBYEN - TODOKK,Nesbyen,Norge,NO,"{'@type': 'Point', 'coordinates': [9.1323, 60.567], 'nearest': False}",166.0,2003-11-17T00:00:00.000Z,VIKEN,30.0,NESBYEN,3040.0,['MET.NO'],"['0-20000-0-01373', '10.249.0.212']",0-20000-0-01373,1373.0,,
445,SensorSystem,SN1615300,CAPO MELE,,Italia,IT,"{'@type': 'Point', 'coordinates': [8.16972222222222, 43.9572222222222], 'nearest': False}",220.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-16153'],,16153.0,,
446,SensorSystem,SN82130,RV80 NORDVIKA,RV80 Nordvika,Norge,NO,"{'@type': 'Point', 'coordinates': [15.162, 67.3312], 'nearest': False}",5.0,2012-01-01T00:00:00.000Z,NORDLAND,18.0,FAUSKE,1841.0,['STATENS VEGVESEN'],"['1800595', '224']",0-578-0-82130,,,
447,SensorSystem,SN275500,YLIVIESKA AIRFIELD,,Finland,FI,"{'@type': 'Point', 'coordinates': [24.7247222222222, 64.0502777777778], 'nearest': False}",76.0,2006-06-12T00:00:00.000Z,,,,,['FMI (FINLANDS METEOROLOGISKE INSTITUTT)'],['0-20000-0-02755'],,2755.0,,
448,SensorSystem,SN77034,FAUSKANE,Fauskane,Norge,NO,"{'@type': 'Point', 'coordinates': [5.726357, 62.566785], 'nearest': False}",0.0,2018-11-01T00:00:00.000Z,KONTINENTALSOKKELEN,23.0,KONTINENTALSOKKELEN,2300.0,['KYSTVERKET MIDT-NORGE'],['6301006'],0-578-0-77034,,,
449,SensorSystem,SN51940,E16 VINJE VEST,E16 Vinje vest,Norge,NO,"{'@type': 'Point', 'coordinates': [6.4997, 60.7855], 'nearest': False}",215.0,2012-01-01T00:00:00.000Z,VESTLAND,46.0,VOSS,4621.0,['STATENS VEGVESEN'],"['1229052', '183']",0-578-0-51940,,,
450,SensorSystem,SN618000,KOEBENHAVNS LUFTHAVN,,Danmark,DK,"{'@type': 'Point', 'coordinates': [12.6452777777778, 55.6141666666667], 'nearest': False}",5.0,2006-06-12T00:00:00.000Z,,,,,['DANMARKS METEOROLOGISKE INSTITUT'],"['0-20000-0-06180', 'EKCH']",,6180.0,['EKCH'],
451,SensorSystem,SN40510,BLÅSJØ,Blåsjø,Norge,NO,"{'@type': 'Point', 'coordinates': [6.8817, 59.3335], 'nearest': False}",1105.0,2011-10-03T00:00:00.000Z,AGDER,42.0,BYKLE,4222.0,['MET.NO'],"['0-20000-0-01440', '300125010101250']",0-20000-0-01440,1440.0,,
452,SensorSystem,SN202900,TARFALA,Tarfala,Sverige,SE,"{'@type': 'Point', 'coordinates': [18.6072222222222, 67.9113888888889], 'nearest': False}",1145.0,1995-11-01T00:00:00.000Z,,,NORRBOTTENS LÄN,7522500.0,['SMHI'],"['0-20000-0-02029', '178970']",,2029.0,,
453,SensorSystem,SN91120,LYNGEN - GJERDELVDALEN,Lyngen ,Norge,NO,"{'@type': 'Point', 'coordinates': [20.15185, 69.5599107], 'nearest': False}",670.0,2013-09-04T00:00:00.000Z,TROMS OG FINNMARK,54.0,LYNGEN,5424.0,['MET.NO'],,0-578-0-91120,,,
